,MWT,MF,PARENT_MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,MFCD,EMOLECULES_ID,mol,MFC#
4303,148.21,C10H12O,148.21,Cc1cc(C)c(C=O)cc1C,"Combi-Blocks, Inc.",0,,"2,4,5-Trimethylbenzaldehyde",MFCD00017713,517366,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FC1EB0>,18
4321,148.21,C10H12O,148.21,CCCc1ccc(C=O)cc1,Rieke Metals,8091,,4-n-propylbenzaldehyde,MFCD00041870,521719,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FC4370>,27
4348,148.21,C10H12O,148.21,Cc1cc(C)c(C=O)c(C)c1,Activate Scientific,0,,"2,4,6-Trimethylbenzaldehyde",MFCD00003341,525984,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FC4A30>,38
4386,148.21,C10H12O,148.21,CC(C)c1ccccc1C=O,Platte Valley Scientific,0,,2-iso-Propylbenzaldehyde,MFCD06201222,1014143,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FC63F0>,27
4418,148.21,C10H12O,148.21,CC(C)c1cccc(C=O)c1,Platte Valley Scientific,0,,3-iso-Propylbenzaldehyde,MFCD08062435,6204215,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FC6BF0>,28
4474,149.12,C8H4FNO,149.12,Fc1ccc(C=O)cc1C#N,Alinda Chemical,0,,2-fluoro-5-formylbenzonitrile,MFCD01863558,514806,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FC9A30>,41
4515,149.12,C8H4FNO,149.12,Fc1cc(ccc1C=O)C#N,Activate Scientific,0,,4-Cyano-2-fluorobenzaldehyde,MFCD07368786,917083,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FCD4B0>,39
4561,149.12,C8H4FNO,149.12,Fc1cc(C=O)ccc1C#N,Accela ChemBio (ASD),0,,2-Fluoro-4-formylbenzonitrile,MFCD06738989,17256932,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FD7070>,36
4597,149.12,C8H4FNO,149.12,Fc1ccc(cc1C=O)C#N,Accela ChemBio (ASD),0,,4-Fluoro-3-formylbenzonitrile,MFCD04974126,24629125,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FD7970>,30
4627,149.12,C8H4FNO,149.12,Fc1ccc(C=O)c(c1)C#N,"Combi-Blocks, Inc.",0,,2-Cyano-4-fluorobenzaldehyde,MFCD08275455,25039641,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FE0130>,25
4652,149.12,C8H4FNO,149.12,Fc1ccc(C#N)c(C=O)c1,AstaTech,0,,2-CYANO-5-FLUOROBENZALDEHYDE,MFCD16619724,36761992,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FE0770>,23
4675,149.12,C8H4FNO,149.12,Fc1cc(C=O)cc(c1)C#N,AstaTech,0,,3-CYANO-5-FLUOROBENZALDEHYDE,MFCD04974123,36762022,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FE0D30>,34
4709,149.12,C8H4FNO,149.12,Fc1c(C=O)cccc1C#N,"Combi-Blocks, Inc.",0,,2-Fluoro-3-formylbenzonitrile,MFCD18394005,44692228,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FEA5F0>,10
4793,149.19,C9H11NO,149.19,CN(C)c1ccc(C=O)cc1,Chem-Impex,30053,,4-(Dimethylamino)benzaldehyde,MFCD00003381,475155,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FEFB30>,50
4843,149.19,C9H11NO,149.19,CN(C)c1ccccc1C=O,Aldlab Chemicals,0,,"2-(N,N-Dimethylamino)benzaldehyde",MFCD03407377,933174,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FF27F0>,33
4876,149.19,C9H11NO,149.19,CN(C)c1cccc(C=O)c1,Rieke Metals,8139,,3-(Dimethylamino)benzaldehyde,MFCD05148649,4345701,<rdkit.Chem.rdchem.Mol object at 0x0000020EE0FF4070>,26
5077,150.13,C8H6O3,150.13,OC(=O)c1ccc(C=O)cc1,Vitas M Labs,0,,4-formylbenzoic acid,MFCD00006951,479789,<rdkit.Chem.rdchem.Mol object at 0x0000020EE100C370>,43
5120,150.13,C8H6O3,150.13,OC(=O)c1cccc(C=O)c1,Alinda Chemical,0,,3-formylbenzoic acid,MFCD00039575,489153,<rdkit.Chem.rdchem.Mol object at 0x0000020EE100CE30>,47
5167,150.13,C8H6O3,150.13,O=Cc1cccc2OCOc12,Accela ChemBio (ASD),0,,"4-Formyl-1,3-benzodioxole",MFCD00016902,503759,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1015A30>,34
5209,150.13,C8H6O3,150.13,OC(=O)c1ccccc1C=O,Frontier Scientific (Logan),0,,2-Carboxybenzaldehyde,MFCD00003336,711860,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10204F0>,38
5308,150.18,C9H10O2,150.18,CCOc1ccc(C=O)cc1,InterBioScreen,0,,4-ethoxybenzaldehyde,MFCD00003388,475159,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1029DF0>,38
5346,150.18,C9H10O2,150.18,Cc1cc(C=O)cc(C)c1O,Activate Scientific,0,,"3,5-Dimethyl-4-hydroxybenzaldehyde",MFCD00006946,481550,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10337B0>,45
5391,150.18,C9H10O2,150.18,COc1ccc(C=O)cc1C,Accela ChemBio (ASD),0,,4-Methoxy-3-methylbenzaldehyde,MFCD00003375,483063,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1035330>,32
5423,150.18,C9H10O2,150.18,CCOc1ccccc1C=O,Alfa Aesar (US),0,,"2-Ethoxybenzaldehyde, 97+%",MFCD00003316,483339,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1035B30>,27
5450,150.18,C9H10O2,150.18,CCOc1cccc(C=O)c1,Alinda Chemical,0,,3-ethoxybenzaldehyde,MFCD00016606,516379,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1038230>,24
5474,150.18,C9H10O2,150.18,COc1ccc(C=O)c(C)c1,Accela ChemBio (ASD),0,,4-Methoxy-2-methylbenzaldehyde,MFCD02261771,516381,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1038830>,45
5519,150.18,C9H10O2,150.18,COc1cc(C=O)ccc1C,"Combi-Blocks, Inc.",0,,3-Methoxy-4-methylbenzaldehyde,MFCD04114050,932377,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10393B0>,39
5558,150.18,C9H10O2,150.18,Cc1cc(C=O)c(C)cc1O,Aldlab Chemicals,0,,"4-Hydroxy-2,5-dimethylbenzaldehyde",MFCD03411744,978319,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1039D70>,30
5593,150.18,C9H10O2,150.18,Cc1ccc(C)c(C=O)c1O,AstaTech,27800,,"2-HYDROXY-3,6-DIMETHYLBENZALDEHYDE",MFCD04037328,978395,<rdkit.Chem.rdchem.Mol object at 0x0000020EE103C670>,21
5614,150.18,C9H10O2,150.18,Cc1cc(C)c(C=O)c(O)c1,Aldlab Chemicals,0,,"2-Hydroxy-4,6-dimethylbenzaldehyde",MFCD04113848,978397,<rdkit.Chem.rdchem.Mol object at 0x0000020EE103CBB0>,14
5628,150.18,C9H10O2,150.18,Cc1cc(O)cc(C)c1C=O,Accela ChemBio (ASD),0,,"2,6-Dimethyl-4-hydroxybenzaldehyde",MFCD00016979,987548,<rdkit.Chem.rdchem.Mol object at 0x0000020EE103CF30>,27
5655,150.18,C9H10O2,150.18,COc1ccc(C)cc1C=O,Rieke Metals,8077,,2-Methoxy-5-methylbenzaldehyde,MFCD02261770,1014128,<rdkit.Chem.rdchem.Mol object at 0x0000020EE103E630>,34
5689,150.18,C9H10O2,150.18,COc1cc(C)ccc1C=O,ChemBridge,4004828,,2-methoxy-4-methylbenzaldehyde,MFCD06248007,1530994,<rdkit.Chem.rdchem.Mol object at 0x0000020EE103EEB0>,33
5722,150.18,C9H10O2,150.18,COc1c(C)cccc1C=O,Aldlab Chemicals,0,,2-Methoxy-3-methylbenzaldehyde,MFCD07783657,1530996,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1041730>,27
5749,150.18,C9H10O2,150.18,Cc1cc(C)c(O)c(C=O)c1,Aldlab Chemicals,0,,"2-Hydroxy-3,5-dimethyl-benzaldehyde",MFCD05625710,1554636,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1041DF0>,24
5773,150.18,C9H10O2,150.18,CCc1ccc(O)c(C=O)c1,"Combi-Blocks, Inc.",0,,5-Ethyl-2-hydroxybenzenecarbaldehyde,MFCD06739514,4853584,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1042430>,15
5796,150.18,C9H10O2,150.18,COc1cc(C)cc(C=O)c1,AstaTech,0,,3-METHOXY-5-METHYLBENZALDEHYDE,MFCD11046639,16553917,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10429F0>,32
5828,150.18,C9H10O2,150.18,COCc1ccc(C=O)cc1,Bio-Farma,0,,4-(methoxymethyl)benzaldehyde,MFCD11553601,25679789,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1045230>,15
5843,150.18,C9H10O2,150.18,COc1cccc(C)c1C=O,Aldlab Chemicals,0,,2-Methoxy-6-methylbenzaldehyde,MFCD08235006,32320519,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10455F0>,28
5871,150.18,C9H10O2,150.18,COc1ccc(C)c(C=O)c1,Advamacs,0,,5-METHOXY-2-METHYLBENZALDEHYDE 95%,MFCD12547802,36764578,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1045CF0>,34
5918,150.18,C9H10O2,150.18,COc1cccc(C=O)c1C,Accela ChemBio (ASD),0,,3-Methoxy-2-methylbenzaldehyde,MFCD11044581,43478023,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10478F0>,26
5960,150.18,C9H10O2,150.18,CCc1ccc(C=O)c(O)c1,Aldlab Chemicals,0,,4-Ethyl-2-hydroxy-benzaldehyde,MFCD16997668,48606220,<rdkit.Chem.rdchem.Mol object at 0x0000020EE104A3B0>,15
5986,150.18,C9H10O2,150.18,COCc1ccccc1C=O,Angene Chemical,0,,2-(Methoxymethyl)benzaldehyde,MFCD24395542,96200052,<rdkit.Chem.rdchem.Mol object at 0x0000020EE104AA30>,15
6014,151.12,C7H5NO3,151.12,[O-][N+](=O)c1ccc(C=O)cc1,InterBioScreen,0,,4-nitrobenzaldehyde,MFCD00007346,480451,<rdkit.Chem.rdchem.Mol object at 0x0000020EE104B170>,36
6050,151.12,C7H5NO3,151.12,[O-][N+](=O)c1ccccc1C=O,InterBioScreen,0,,2-nitrobenzaldehyde,MFCD00007132,529718,<rdkit.Chem.rdchem.Mol object at 0x0000020EE104BA70>,34
6084,151.12,C7H5NO3,151.12,[O-][N+](=O)c1cccc(C=O)c1,InterBioScreen,0,,3-nitrobenzaldehyde,MFCD00007249,529722,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1056330>,33
6194,152.15,C8H8O3,152.15,COc1cccc(C=O)c1O,InterBioScreen,0,,2-hydroxy-3-methoxybenzaldehyde,MFCD00003322,479465,<rdkit.Chem.rdchem.Mol object at 0x0000020EE105EEF0>,40
6234,152.15,C8H8O3,152.15,COc1ccc(C=O)cc1O,InterBioScreen,0,,3-hydroxy-4-methoxybenzaldehyde,MFCD00003369,481778,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1063930>,46
6280,152.15,C8H8O3,152.15,COc1ccc(O)c(C=O)c1,InterBioScreen,0,,2-hydroxy-5-methoxybenzaldehyde,MFCD00003332,482227,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10644F0>,44
6324,152.15,C8H8O3,152.15,COc1ccc(C=O)c(O)c1,Alfa Aesar (US),0,,"2-Hydroxy-4-methoxybenzaldehyde, 98%",MFCD00003327,484247,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1067030>,47
6371,152.15,C8H8O3,152.15,COc1cc(O)ccc1C=O,Alinda Chemical,0,,4-hydroxy-2-methoxybenzaldehyde,MFCD00051964,520674,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1067BF0>,41
6412,152.15,C8H8O3,152.15,Cc1cc(O)cc(O)c1C=O,Aldlab Chemicals,0,,"2,4-Dihydroxy-6-methylbenzaldehyde",MFCD00033852,527368,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1069670>,34
6446,152.15,C8H8O3,152.15,COc1cc(C=O)ccc1O,InterBioScreen,0,,4-hydroxy-3-methoxybenzaldehyde,MFCD00006942,533216,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1069EF0>,53
6499,152.15,C8H8O3,152.15,COc1cccc(O)c1C=O,Alfa Aesar (US),0,,"2-Hydroxy-6-methoxybenzaldehyde, 98+%",MFCD00151830,815114,<rdkit.Chem.rdchem.Mol object at 0x0000020EE106CC70>,27
6526,152.15,C8H8O3,152.15,COc1ccc(O)cc1C=O,Alinda Chemical,0,,5-hydroxy-2-methoxybenzaldehyde,MFCD03820046,6794894,<rdkit.Chem.rdchem.Mol object at 0x0000020EE106D370>,28
6554,152.15,C8H8O3,152.15,OCc1ccc(O)c(C=O)c1,Alinda Chemical,0,,2-hydroxy-5-(hydroxymethyl)benzaldehyde,MFCD00456941,30489206,<rdkit.Chem.rdchem.Mol object at 0x0000020EE106DA70>,20
6574,152.15,C8H8O3,152.15,COc1c(O)cccc1C=O,Aldlab Chemicals,0,,3-hydroxy-2-methoxybenzaldehyde,MFCD06656119,36729278,<rdkit.Chem.rdchem.Mol object at 0x0000020EE106DF70>,35
6609,152.15,C8H8O3,152.15,Cc1c(O)ccc(C=O)c1O,Accela ChemBio (ASD),0,,4-Hydroxy-3-methylsalicylaldehyde,MFCD00156883,37036990,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1070870>,26
6635,152.15,C8H8O3,152.15,Cc1cc(C=O)c(O)cc1O,BLD Pharmatech,0,,"2,4-Dihydroxy-5-methylbenzaldehyde",MFCD24673936,42618167,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1070EF0>,10
6652,152.15,C8H8O3,152.15,COc1cc(O)cc(C=O)c1,Key Organics/BIONET,0,,3-Hydroxy-5-methoxybenzaldehyde,MFCD16998726,46015556,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1072370>,19
6679,152.15,C8H8O3,152.15,Cc1cc(O)c(C=O)cc1O,Angene Chemical,0,,"2,5-DIHYDROXY-4-METHYL-BENZALDEHYDE",MFCD24675617,96160677,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1072A30>,11
6706,152.17,C9H9FO,152.17,Cc1cc(C=O)cc(C)c1F,Alfa Aesar (US),0,,"4-Fluoro-3,5-dimethylbenzaldehyde, 97%",MFCD06660264,4849931,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1075130>,14
6720,152.17,C9H9FO,152.17,Cc1cc(F)cc(C)c1C=O,Key Organics/BIONET,0,,"4-fluoro-2,6-dimethylbenzaldehyde",MFCD03701054,44386817,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10754B0>,20
6793,152.21,C8H8OS,152.21,CSc1ccc(C=O)cc1,InterBioScreen,0,,4-(methylthio)benzaldehyde,MFCD00006948,489590,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1076730>,32
6825,152.21,C8H8OS,152.21,CSc1ccccc1C=O,TCI America,0,,2-(Methylthio)benzaldehyde,MFCD00196822,517008,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1076F30>,14
6839,152.21,C8H8OS,152.21,CSc1cccc(C=O)c1,ChemBridge,4002911,,3-(methylthio)benzaldehyde,MFCD09864229,18188593,<rdkit.Chem.rdchem.Mol object at 0x0000020EE107E2F0>,13
6867,154.12,C7H6O4,154.12,Oc1cc(C=O)cc(O)c1O,Advamacs,0,,"Benzaldehyde, 3,4,5-trihydroxy- 98%",MFCD00003371,492738,<rdkit.Chem.rdchem.Mol object at 0x0000020EE107E9F0>,24
6891,154.12,C7H6O4,154.12,Oc1ccc(C=O)c(O)c1O,Chem-Impex,26870,,"2,3,4-Trihydroxybenzaldehyde",MFCD00003325,492838,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1087030>,30
6921,154.12,C7H6O4,154.12,Oc1cc(O)c(C=O)cc1O,Alfa Aesar (US),0,,"2,4,5-Trihydroxybenzaldehyde, 97%",MFCD00016592,514786,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10877B0>,16
6937,154.12,C7H6O4,154.12,Oc1cc(O)c(C=O)c(O)c1,Alfa Aesar (US),0,,"2,4,6-Trihydroxybenzaldehyde, 95%",MFCD00003329,530477,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1087BB0>,42
6979,154.14,C8H7FO2,154.14,COc1ccc(C=O)cc1F,ChemBridge,4303013,,3-fluoro-4-methoxybenzaldehyde,MFCD00003349,482818,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1092670>,45
7024,154.14,C8H7FO2,154.14,COc1ccc(F)cc1C=O,Activate Scientific,0,,5-Fluoro-2-methoxybenzaldehyde,MFCD00143458,517006,<rdkit.Chem.rdchem.Mol object at 0x0000020EE109B1F0>,40
7064,154.14,C8H7FO2,154.14,COc1ccc(C=O)c(F)c1,Alfa Aesar (US),0,,"2-Fluoro-4-methoxybenzaldehyde, 97%",MFCD00236679,517719,<rdkit.Chem.rdchem.Mol object at 0x0000020EE109BBF0>,38
7102,154.14,C8H7FO2,154.14,COc1cccc(F)c1C=O,Alfa Aesar (US),0,,"2-Fluoro-6-methoxybenzaldehyde, 98%",MFCD01090998,518595,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10A75B0>,32
7134,154.14,C8H7FO2,154.14,COc1ccc(F)c(C=O)c1,InterBioScreen,0,,2-fluoro-5-methoxybenzaldehyde,MFCD00070795,519184,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10A7DB0>,35
7169,154.14,C8H7FO2,154.14,COc1cccc(C=O)c1F,Alfa Aesar (US),0,,"2-Fluoro-3-methoxybenzaldehyde, 97%",MFCD03411962,524385,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10B26B0>,29
7198,154.14,C8H7FO2,154.14,COc1cc(C=O)ccc1F,Alinda Chemical,0,,4-fluoro-3-methoxybenzaldehyde,MFCD00143320,527425,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10B2DF0>,47
7245,154.14,C8H7FO2,154.14,COc1cc(F)ccc1C=O,Alfa Aesar (US),0,,"4-Fluoro-2-methoxybenzaldehyde, 98%",MFCD00143318,909315,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10BE9F0>,34
7279,154.14,C8H7FO2,154.14,COc1cc(F)cc(C=O)c1,Alfa Aesar (US),0,,"3-Fluoro-5-methoxybenzaldehyde, 98%",MFCD08741376,13312967,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10C82B0>,36
7315,154.14,C8H7FO2,154.14,COc1c(F)cccc1C=O,Alfa Aesar (US),0,,"3-Fluoro-2-methoxybenzaldehyde, 96%",MFCD04112486,17395232,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10C8BB0>,22
7346,154.14,C8H7FO2,154.14,Cc1cc(F)cc(C=O)c1O,"Combi-Blocks, Inc.",0,,5-Fluoro-2-hydroxy-3-methylbenzaldehyde,MFCD04039244,45490555,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10D43B0>,15
7393,154.59,C8H7ClO,154.59,Cc1ccc(C=O)cc1Cl,Acros Organics,43669,,"3-Chloro-4-methylbenzaldehyde, 97%",MFCD06411284,521747,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10D4F70>,32
7425,154.59,C8H7ClO,154.59,Cc1cccc(Cl)c1C=O,Alfa Aesar (US),0,,"2-Chloro-6-methylbenzaldehyde, 98%",MFCD01934409,930045,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10E07B0>,27
7452,154.59,C8H7ClO,154.59,Cc1cc(Cl)ccc1C=O,Accela ChemBio (ASD),0,,4-Chloro-2-methylbenzaldehyde,MFCD02261735,1836720,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10E0E70>,41
7493,154.59,C8H7ClO,154.59,Cc1cc(C=O)ccc1Cl,Rieke Metals,8041,,4-Chloro-3-methylbenzaldehyde,MFCD02261736,6248034,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10EA8F0>,39
7532,154.59,C8H7ClO,154.59,Cc1c(Cl)cccc1C=O,Aldlab Chemicals,0,,"Benzaldehyde,3-chloro-2-methyl-",MFCD11047716,11553034,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10F32F0>,27
7559,154.59,C8H7ClO,154.59,Cc1ccc(C=O)c(Cl)c1,Advamacs,0,,2-Chloro-4-methylbenzaldehyde 98%,MFCD10703515,24589063,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10F39B0>,26
7585,154.59,C8H7ClO,154.59,Cc1cc(Cl)cc(C=O)c1,AOBChem USA,15285,,3-Chloro-5-methylbenzaldehyde,MFCD11553565,25033673,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10FE070>,28
7613,154.59,C8H7ClO,154.59,Cc1ccc(Cl)cc1C=O,Aldlab Chemicals,0,,5-Chloro-2-methylbenzaldehyde,MFCD11111042,25679609,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10FE770>,31
7644,154.59,C8H7ClO,154.59,ClCc1ccc(C=O)cc1,HE Chemical,1449960,,4-(Chloromethyl)benzaldehyde,MFCD00191396,30177339,<rdkit.Chem.rdchem.Mol object at 0x0000020EE10FEF30>,14
7658,154.59,C8H7ClO,154.59,Cc1cccc(C=O)c1Cl,Accela ChemBio (ASD),0,,2-Chloro-3-methylbenzaldehyde,MFCD11845907,36763485,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11082F0>,23
7681,154.59,C8H7ClO,154.59,Cc1ccc(Cl)c(C=O)c1,"Combi-Blocks, Inc.",0,,2-Chloro-5-methylbenzaldehyde,MFCD12025212,44680242,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11088B0>,18
7704,154.59,C8H7ClO,154.59,ClCc1cccc(C=O)c1,Aldlab Chemicals,0,,"Benzaldehyde,3-(chloromethyl)-",MFCD19232727,50366427,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1108E70>,19
7853,156.13,C8H6F2O,156.13,Cc1ccc(C=O)c(F)c1F,Alfa Aesar (US),0,,"2,3-Difluoro-4-methylbenzaldehyde, 97%",MFCD01631644,886300,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1125470>,23
7876,156.13,C8H6F2O,156.13,Cc1ccc(F)c(C=O)c1F,Alfa Aesar (US),0,,"2,6-Difluoro-3-methylbenzaldehyde, 97+%",MFCD01631333,886614,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1125A30>,11
7900,156.13,C8H6F2O,156.13,FC(F)c1cccc(C=O)c1,Aldlab Chemicals,0,,3-(Difluoromethyl)benzaldehyde,MFCD18791599,36095952,<rdkit.Chem.rdchem.Mol object at 0x0000020EE112F070>,16
7916,156.13,C8H6F2O,156.13,FC(F)c1ccccc1C=O,Aldlab Chemicals,0,,2-(Difluoromethyl)benzaldehyde,MFCD16875639,36552882,<rdkit.Chem.rdchem.Mol object at 0x0000020EE112F470>,19
7935,156.13,C8H6F2O,156.13,Cc1c(F)ccc(C=O)c1F,Aldlab Chemicals,0,,"2,4-Difluoro-3-methylbenzaldehyde",MFCD07777152,36761990,<rdkit.Chem.rdchem.Mol object at 0x0000020EE112F930>,26
7961,156.13,C8H6F2O,156.13,Cc1cc(C=O)c(F)cc1F,"Combi-Blocks, Inc.",0,,"2,4-Difluoro-5-methylbenzaldehyde",MFCD12196967,36766470,<rdkit.Chem.rdchem.Mol object at 0x0000020EE112FFB0>,10
7971,156.13,C8H6F2O,156.13,Cc1cc(F)c(C=O)c(F)c1,"Combi-Blocks, Inc.",0,,"2,6-Difluoro-4-methylbenzaldehyde",MFCD11847293,44391446,<rdkit.Chem.rdchem.Mol object at 0x0000020EE113A270>,20
7991,156.13,C8H6F2O,156.13,Cc1c(F)cc(C=O)cc1F,AOBChem USA,30926,,"3,5-Difluoro-4-methylbenzaldehyde",MFCD24038601,45909464,<rdkit.Chem.rdchem.Mol object at 0x0000020EE113A770>,17
8008,156.13,C8H6F2O,156.13,Cc1c(F)ccc(F)c1C=O,HE Chemical,402246,,"3,6-Difluoro-2-methylbenzaldehyde",MFCD16250132,48605056,<rdkit.Chem.rdchem.Mol object at 0x0000020EE113ABB0>,17
8025,156.13,C8H6F2O,156.13,FC(F)c1ccc(C=O)cc1,Aldlab Chemicals,0,,"Benzaldehyde,4-(difluoromethyl)-",MFCD18072541,48671165,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1143030>,17
8042,156.13,C8H6F2O,156.13,Cc1c(F)c(F)ccc1C=O,Frontier Scientific (Logan),0,,"3,4-Difluoro-2-methylbenzaldehyde",MFCD07777151,49239330,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1143470>,21
8073,156.13,C8H6F2O,156.13,Cc1cc(F)c(C=O)cc1F,A1 Biochem Labs,0,,"2,5-Difluoro-4-methylbenzaldehyde",MFCD16250131,50490791,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1143C30>,11
8113,156.18,C11H8O,156.18,O=Cc1cccc2ccccc12,InterBioScreen,0,,1-naphthaldehyde,MFCD00004003,529366,<rdkit.Chem.rdchem.Mol object at 0x0000020EE114E670>,29
8142,156.18,C11H8O,156.18,O=Cc1ccc2ccccc2c1,Alfa Aesar (US),0,,"2-Naphthaldehyde, 98%",MFCD00004094,529370,<rdkit.Chem.rdchem.Mol object at 0x0000020EE114EDB0>,29
8171,156.57,C7H5ClO2,156.57,Oc1ccc(C=O)c(Cl)c1,Accela ChemBio (ASD),0,,2-Chloro-4-hydroxybenzaldehyde,MFCD00052184,500049,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1153530>,38
8209,156.57,C7H5ClO2,156.57,Oc1ccc(Cl)cc1C=O,Activate Scientific,0,,5-Chlorosalicylaldehyde,MFCD00003331,509066,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1153EB0>,42
8251,156.57,C7H5ClO2,156.57,Oc1ccc(C=O)cc1Cl,Frontier Scientific (Logan),0,,3-Chloro-4-hydroxybenzaldehyde,MFCD00016981,526487,<rdkit.Chem.rdchem.Mol object at 0x0000020EE115B970>,41
8292,156.57,C7H5ClO2,156.57,Oc1cccc(C=O)c1Cl,ChemScene,0,,2-Chloro-3-hydroxybenzaldehyde,MFCD06798118,526813,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11633F0>,25
8317,156.57,C7H5ClO2,156.57,Oc1c(Cl)cccc1C=O,Accela ChemBio (ASD),0,,3-Chloro-2-hydroxybenzaldehyde,MFCD04973581,981276,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1163A30>,35
8352,156.57,C7H5ClO2,156.57,Oc1cc(Cl)ccc1C=O,Activate Scientific,0,,4-Chloro-2-hydroxybenzaldehyde,MFCD06252499,6200216,<rdkit.Chem.rdchem.Mol object at 0x0000020EE116D330>,36
8388,156.57,C7H5ClO2,156.57,Oc1cccc(Cl)c1C=O,Accela ChemBio (ASD),0,,6-Chlorosalicylaldehyde,MFCD01646166,6237265,<rdkit.Chem.rdchem.Mol object at 0x0000020EE116DC30>,45
8433,156.57,C7H5ClO2,156.57,Oc1cc(Cl)cc(C=O)c1,"Combi-Blocks, Inc.",0,,3-Chloro-5-hydroxybenzaldehyde,MFCD08234659,33509587,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11767B0>,33
